Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [Factory],Price [Factory],In stock [Factory],Low stock [Factory],Optimal stock [Factory],Available for sale [Stock Room],Price [Stock Room],In stock [Stock Room],Low stock [Stock Room],Optimal stock [Stock Room],item_name,uom_detail,uomDenomination,uomDimension
,,,,,,,,,,,,,,,8 850456 103778,0.448,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10132,1.000,,,,,,,,,,,,,,,,,,
drinking-chocolate-(1kg),10171,Drinking Chocolate - Retail (1kg),Finished Good (others),<p>Drinking chocolate sold in one-kilogram quantities.</p>,N,,,,,,,variable,10.68,,10009,0.495,N,Y,,,N,variable,10.000,,,Y,variable,14.000,3.000,10.000,Drinking Chocolate - Retail,1kg,,other
,,,,,,,,,,,,,,,10086,0.055,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10132,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8 850456 103778,0.445,,,,,,,,,,,,,,,,,,
drinking-chocolate-(300g),8857126163407,Drinking Chocolate - Retail (250g),Finished Good (others),<p>Drinking Chocolate Sold in 300-gram quantities.</p>,N,,,,,,,variable,2.67,8857126163407,10009,0.124,N,Y,,,N,variable,117.000,,,Y,220.00,57.000,10.000,30.000,Drinking Chocolate - Retail,250g,,other
,,,,,,,,,,,,,,,10086,0.014,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10136,2.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8 850456 103778,0.111,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10289,1.000,,,,,,,,,,,,,,,,,,
drizzled-banana-chips---paleo-robbie-(100g),10196,Drizzled Banana Chips - Paleo Robbie (100g),Finished Good (others),"<p>Drizzled Banana Chips, for Paleo Robbie. Sold in 100 gram bags.</p>",N,,,,,,,variable,1.34,,10010,0.008,N,Y,,,N,variable,0.000,,,Y,variable,8.000,,,Drizzled Banana Chips - Paleo Robbie,100g,,other
,,,,,,,,,,,,,,,10130,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10189,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10187,0.092,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10158,0.001,,,,,,,,,,,,,,,,,,
durian---milk-chocolate-50%-(20g),8857126163230,Durian Milk Chocolate (20g),Finished Goods (Core),"<p>Durian- Milk Chocolate 50% (20g). Small Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,3.23,8857126163230,10004,0.019,N,Y,,,Y,variable,219.000,150.000,450.000,Y,60.00,202.000,48.000,180.000,Durian Milk Chocolate,20g,,other
,,,,,,,,,,,,,,,10080,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10036,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
durian-milk-chocolate-(75g),8857126163216,Durian Milk Chocolate (75g),Finished Goods (Core),"<p>Durian. Milk Chocolate 50%. large bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,11.97,8857126163216,10004,0.072,N,Y,,,Y,variable,981.000,300.000,1000.000,Y,145.00,352.000,48.000,180.000,Durian Milk Chocolate,75g,,other
,,,,,,,,,,,,,,,10026,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10080,0.003,,,,,,,,,,,,,,,,,,
durian---milk-chocolate-50%-(8g-squares),10176,Durian Milk Chocolate (8g Squares),Discontinued,"<p>Durian - Milk Chocolate 50%. 8 gram squares. Includes chocolate, flavoring, wrapping, and foil.</p>",N,,,,,,,variable,1.33,,10004,0.008,N,Y,,,N,variable,17.000,,,N,variable,0.000,,,Durian Milk Chocolate,8g Squares,,other
,,,,,,,,,,,,,,,10080,0.001,,,,,,,,,,,,,,,,,,
durian-powder-(kg),10080,Durian Powder (kg),Ingredients,"<p>Durian Powder, 1 Bag = 1kg</p>",Y,,,,,,,690.00,0.00,,,,Y,,"Chanthaburi Global Foods Co., Ltd.",0.00,Y,690.00,2.625,3.000,10.000,N,variable,0.000,,,Durian Powder,kg,kg,mass
e-box,10333,E Box,Packing,,N,,,,,,,8.80,0.00,BOX E,,,Y,,G.M. Box Chiang Mai,,N,8.80,0.000,,,Y,8.80,11.000,0.000,,E Box,,,
earplugs-(3m-1110),10417,Earplugs (3M 1110),Supplies,<p>3M 1110</p>,N,,,,,,,15.00,0.00,,,,Y,,CK MY Shop,,Y,15.00,57.000,,,N,15.00,0.000,,,Earplugs (3M 1110),,,
easter-egg---70%-dark-chocolate-(150g),10338,Easter Egg - 70% Dark Chocolate (150g),Discontinued,"<p>70% Easter Egg with mango jelly inside, sprinkle design</p>",N,,,,,,,variable,16.76,,10010,0.100,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Easter Egg - 70% Dark Chocolate,150g,,other
,,,,,,,,,,,,,,,10293,0.050,,,,,,,,,,,,,,,,,,
easter-egg-milk-chocolate-(flowers)-150g,10347,Easter Egg - Milk Chocolate 150g,Discontinued,"<p>Milk chocolate easter egg filled with mango jelly, flowers only for decoration</p>",N,,,,,,,variable,17.07,,10004,0.100,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Easter Egg - Milk Chocolate 150g,,,
,,,,,,,,,,,,,,,10293,0.050,,,,,,,,,,,,,,,,,,
ethanol-alcohol---(l),10091,Ethanol Alcohol 95% food grade - (L),Ingredients,"<p>Ethanol Alcohol, 1 Bottle = 1 Litre</p>",Y,,,,,,,109.00,0.00,,,,Y,,Chemirich Thailand,,Y,109.00,1.600,1.000,1.000,N,109.00,0.000,,,Ethanol Alcohol 95% food grade -,L,l,volume
f(ใหญ่)-box,10326,F(ใหญ่) Box,Packing,,N,,,,,,,17.50,0.00,BOX F,,,Y,,G.M. Box Chiang Mai,,N,17.50,0.000,,,Y,17.50,0.000,5.000,,F(ใหญ่) Box,,,
fabrics-white-bleach-cleaning-liquid,10403,Fabrics White Bleach Cleaning Liquid,Cleaning,"<h1 style=""box-sizing: border-box; margin: 0px 0px 20px; padding: 0px; border: 0px; vertical-align: baseline; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-variant-alternates: inherit; font-variant-position: inherit; font-variant-emoji: inherit; font-weight: 400; font-stretch: inherit; line-height: 1.2; font-family: Kanit, Arial, Helvetica, sans-serif; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; font-size: 34px; display: block; color: rgb(51, 51, 51); text-transform: none; overflow-wrap: break-word; --page-title-display: block; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"" id=""isPasted"">Fabrics White Bleach Cleaning Liquid (5 litres)&nbsp;</h1>",N,,,,,,,155.00,0.00,,,,Y,,,,Y,155.00,0.000,,,N,155.00,0.000,,,Fabrics White Bleach Cleaning Liquid,,,
five-spice-blend-(g),10052,Five Spice Blend (kg),Discontinued,"<p>Five Spice Blend, 1 Bag = 325g</p>",Y,,,,,,,2000.00,2000.00,,,,N,,,,N,2000.00,,,,N,2000.00,,,,Five Spice Blend,kg,kg,mass
flour,10452,Flour (kg),Ingredients,<p>&nbsp;Purpose Flour 1kg/pack</p>,N,,,,,,,36.00,0.00,,,,Y,,Yok Intertrade,,Y,36.00,9.000,1.000,2.000,N,variable,0.000,,,Flour,kg,kg,mass
gold-foil,10102,Flow Wrap Foil - Gold (kg),Packaging,"<p>Wrapper for Gold Flowwrap for Big Bars. &nbsp;(270B/Kg)width 19.5 cm, printed in 2 colors, matte lamination, **New model** 40 micron aluminum foil material &nbsp;without specifying the eye mark cutting distance</p>",Y,,,,,,,270.00,0.00,,,,Y,,"Package-DD2015 Co., Ltd.",0.00,Y,270.00,151.633,160.000,300.000,N,variable,0.000,,,Flow Wrap Foil - Gold,kg,kg,mass
foam-box-21*31*24,10341,"Foam Box 21*31*24""",Packing,,N,,,,,,,76.00,0.00,,,,Y,,,,N,76.00,0.000,,,Y,76.00,0.000,0.000,,"Foam Box 21*31*24""",,,
"foam-box-30*42*33""",10329,"Foam Box 30*42*33""",Packing,<p>for pack export international and other.</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,0.000,3.000,,"Foam Box 30*42*33""",,,
"foam-box-35*48*37""",10330,"Foam Box 35*48*37""",Packing,<p>for pack export international and other.</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,0.000,2.000,,"Foam Box 35*48*37""",,,
"foam-box-45*60*31""",10331,"Foam Box 45*60*31""",Packing,<p>for pack export international and other.</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,0.000,3.000,,"Foam Box 45*60*31""",,,
"foam-box-9*9*25""",10342,"Foam Box 9*9*25""",Packing,,N,,,,,,,68.00,0.00,,,,Y,,,,N,68.00,0.000,,,Y,68.00,0.000,0.000,,"Foam Box 9*9*25""",,,
20*25-insulated-foil-bag,10299,Foil Bag 20*25,Packing,<p>Small Size (20*25cm) with glue tape</p>,N,,,,,,,6.00,0.00,FB S,,,Y,,"SC Regulus Commerce&Trading Co., Ltd.",,N,6.00,0.000,,,Y,6.00,300.000,100.000,200.000,Foil Bag 20*25,,,
25*30-insulated-foil-bag,10300,Foil Bag 25*30,Packing,<p>Big Size (25*30cm) &nbsp;with glue tape</p>,N,,,,,,,8.00,0.00,FB B,,,Y,,"SC Regulus Commerce&Trading Co., Ltd.",,N,8.00,0.000,,,Y,8.00,250.000,100.000,200.000,Foil Bag 25*30,,,
foil-tin-20x20-(for-couverture),10149,Foil Tin 20x20 (for couverture),Supplies,<p>Foil tin 20x20 for couverture&nbsp;</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,23.000,,,N,variable,0.000,,,Foil Tin 20x20 (for couverture),,,
folded-towels-(box),10428,Folded Towels (box),Cleaning,"<p>Folded Towels: 32 packs/box (24.0 x 19.5 cm, 250 sheets CODE: 28620)</p>",N,,,,,,,975.00,0.00,,,,Y,,CJS GROUP ChiangMai,,N,975.00,0.000,,,N,975.00,4.000,,,Folded Towels,box,box,count
fondue-ceramic-set,10446,Fondue Ceramic Set,Packing,,N,,,,,,,variable,0.00,,,,Y,,,,N,variable,0.000,,,Y,variable,0.000,,,Fondue Ceramic Set,,,
fondue-ceramic-set-1,10447,Fondue Ceramic Set,Packing,,N,,,,,,,variable,0.00,,,,Y,,,,N,variable,0.000,,,Y,variable,0.000,,,Fondue Ceramic Set,,,
galangal-oil-(ml),10055,Galangal Oil (ml),Ingredients,"<p>Galangal Oil, 1 Bottle = 900ml</p>",Y,,,,,,,800.00,0.00,,,,Y,,Nutrifood Creation Limited Partnership,0.00,Y,800.00,995.345,300.000,500.000,N,variable,0.000,,,Galangal Oil,ml,ml,volume
garbage-bags,10400,"Garbage bags (18*20"") (pack)",Cleaning,<p>Garbage bags (18*20 inches) 80 pcs/pack</p>,N,,,,,,,65.00,0.00,,,,Y,,Makro,,Y,65.00,0.000,,,N,65.00,0.000,,,Garbage bags,pack,pack,count
"garbage-bags-(24*28"")-(pack)",10401,"Garbage bags (24*28"") (pack)",Cleaning,<p>Garbage bags (24*28 inches) 64 pcs/pack</p>,N,,,,,,,55.00,0.00,,,,Y,,Makro,,Y,55.00,0.000,1.000,2.000,N,55.00,0.000,,,Garbage bags,pack,pack,count
"garbage-bags-(36*45-"")-(pack)",10402,"Garbage bags (36*45 "") (pacK)",Cleaning,<p>Garbage bags (36*45 inches) 16 pcs/pack</p>,N,,,,,,,55.00,0.00,,,,Y,,Makro,,Y,55.00,3.000,1.000,2.000,N,55.00,0.000,,,Garbage bags,pacK,pack,count
german-chocolate-cake---christmas-(75g),10467,German Chocolate Cake - Christmas (75g),Finished Good (others),,N,,,,,,,variable,12.39,,10010,0.058,N,Y,,,N,variable,0.000,,,Y,145.00,0.000,,,German Chocolate Cake - Christmas,75g,,other
,,,,,,,,,,,,,,,10043,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10449,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10442,0.006,,,,,,,,,,,,,,,,,,
ghost-pepper-70%-dark-chocolate---chili-fest-2025-(75g),10272,Ghost Pepper 70% Dark Chocolate - Chili Fest 2025 (75g),Discontinued,<p>Chili Fest special - 70% chocolate with ghost pepper powder</p>,N,,,,,,,variable,12.61,,10010,0.075,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Ghost Pepper 70% Dark Chocolate - Chili Fest 2025,75g,,other
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
ginger-oil-(ml),10053,Ginger Oil (ml),Ingredients,"<p>Ginger Oil, 1 Bottle = 1,000ml</p>",Y,,,,,,,800.00,0.00,,,,Y,,Nutrifood Creation Limited Partnership,0.00,Y,800.00,895.872,300.000,500.000,N,variable,0.000,,,Ginger Oil,ml,ml,volume
ginger-powder-(kg),10275,Ginger Powder (kg),Ingredients,<p>Ginger Powder (300B/Kg)</p>,Y,,,,,,,300.00,0.00,,,,Y,,NguanSoon,,Y,300.00,0.032,,,N,variable,0.000,,,Ginger Powder,kg,kg,mass
"ginger,-dried-(kg)",10070,"Ginger, Dried Diced (kg)",Ingredients,"<p>Ginger, Dried 1 Bag = 5kg</p>",Y,,,,,,,256.00,23.08,,,,Y,,GCF International Company Limited,0.00,Y,256.00,29.776,4.000,20.000,N,variable,0.000,,,"Ginger, Dried Diced",kg,kg,mass
gingerbread-cookie-(kg),10276,Gingerbread Cookie (kg),Ingredients,,Y,,,,,,,variable,0.00,,,,Y,,,,N,variable,-11.868,,,N,variable,0.000,,,Gingerbread Cookie,kg,kg,mass
gingerbread-milk-chocolate---christmas-(75g),10273,Gingerbread Milk Chocolate - Christmas (75g),Finished Good (others),<p>Seasonal - Gingerbread Milk Chocolate 75g</p>,N,,,,,,,variable,11.14,,10004,0.067,N,Y,,,Y,variable,0.000,,,Y,145.00,0.000,,,Gingerbread Milk Chocolate - Christmas,75g,,other
,,,,,,,,,,,,,,,10039,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10275,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10274,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10276,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10280,1.000,,,,,,,,,,,,,,,,,,
glass-jar-w/-lid-(100g),10148,Glass jar w/ lid (100g),Discontinued,<p>Glass jar with a lid holding 100 grams</p>,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Glass jar w/ lid,100g,,other
gloves---l,10145,Gloves - L (Piece),Supplies,<p>Large gloves. Measured in boxes. 100pieces/box&nbsp;</p>,N,,,,,,,82.00,0.00,,,,Y,,Biosafe Product,,Y,82.00,3100.000,300.000,1000.000,N,variable,0.000,,,Gloves - L,Piece,piece,count
gloves---m,10144,Gloves - M (Piece),Supplies,<p>Medium-Sized Gloves. Measured in boxes. 100pieces/box</p>,N,,,,,,,82.00,0.00,,,,Y,,Biosafe Product,,Y,82.00,2900.000,300.000,1000.000,N,variable,0.000,,,Gloves - M,Piece,piece,count
gloves---s,10143,Gloves - S (piece),Supplies,<p>Small gloves (Nitrile Gloves) 100pieces/box@ 82B</p>,N,,,,,,,82.00,0.00,,,,Y,,Biosafe Product,,Y,82.00,3300.000,300.000,1000.000,N,variable,0.000,,,Gloves - S,piece,piece,count
gold-foil---8g-cube,10167,Gold Paper - 8g Square (kg),Packaging,<p>Gold Foil is used for 8-gram squares. (7.5*10Cm)&nbsp;</p>,Y,,,,,,,variable,62.35,,,,Y,,,0.00,Y,variable,6.000,,,N,variable,0.000,,,Gold Paper - 8g Square,kg,kg,mass
foil---gold-flow-wrap-(25g),10166,Gold Paper - Small Bar (9*15Cm) (kg),Packaging,<p>Foil for Gold flow wrap for Small Bar. (pack)</p>,Y,,,,,,,1330.00,0.00,,,,Y,,Khun Da (Kra Dan Thong),0.00,Y,1330.00,-5.219,,,N,variable,0.000,,,Gold Paper - Small Bar,kg,kg,mass
hair-nets,10146,Hair Nets (pcs),Supplies,<p>Hair nets. Measured in boxes. (1000pcs/box)</p>,N,,,,,,,850.00,0.00,,,,Y,,Biosafe Product,,Y,850.00,3000.000,500.000,2000.000,N,variable,0.000,,,Hair Nets,pcs,pcs,count
haiter-liquid-bleach,10438,Haiter Liquid Bleach (5L),Cleaning,<p>Haiter Liquid Bleach Blue 5L&nbsp;</p>,N,,,,,,,variable,0.00,,,,Y,,Makro,,N,variable,0.000,,,Y,variable,1.000,,,Haiter Liquid Bleach,5L,,other
"clear-bag-16""-x-26""",10131,"HD Clear Bag 16"" x 26""  (pack) (Base Chocolate)",Supplies,"<p>Clear Bag 16 inches by 26 inches, not used for final packaging&nbsp;</p><p>(1/2Kg per pack)</p><p>YEE USES FOR STORING BASE CHOCOLATE BLOCKS</p>",N,,,,,,,48.00,0.00,,,,Y,,Chiang Mai Plastic,0.00,N,48.00,20.000,,,N,48.00,0.000,,,"HD Clear Bag 16"" x 26""",pack,pack,count
coconut-milk-dark-chocolate,8857126163186,Hill Coffee & Pomelo - 70% Dark Chocolate (75g),Finished Goods (Core),"<p>Hill Coffee &amp; Pomelo. Large bar. Includes foil, chocolate, flavoring, and wrapper.</p>",N,,,,,,,variable,10.88,8857126163186,10088,0.068,N,Y,,,Y,variable,401.000,250.000,800.000,Y,145.00,459.000,48.000,180.000,Hill Coffee & Pomelo - 70% Dark Chocolate,75g,,other
,,,,,,,,,,,,,,,10071,0.007,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10025,1.000,,,,,,,,,,,,,,,,,,
hot-ink-rolls,10062,Hot Ink Rolls (Black),Supplies,<p>For date stamping and batch # stamping</p>,N,,,,,,,65.00,0.00,,,,Y,,PackingDD Shop,,Y,65.00,11.000,,,N,65.00,0.000,,,Hot Ink Rolls (Black),,,
"""hunky-monkey""---paleo-robbie---trail-mix-(100g)",10456,Hunky Monkey Trail Mix - Paleo Robbie (100g),Finished Good (others),<p>Hunky Monkey - Paleo Robbie - Trail Mix. Sold in 100 gram quantities.&nbsp;</p>,N,,,,,,,variable,5.38,,10089,0.025,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Hunky Monkey Trail Mix - Paleo Robbie,100g,,other
,,,,,,,,,,,,,,,10047,0.020,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10045,0.025,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10048,0.010,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10130,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10188,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10187,0.020,,,,,,,,,,,,,,,,,,
ice-gel-100ml,10416,Ice Gel 100ml,Packing,<p>Ice Gel 100ml (9*13&quot;) 50pcs/pack</p>,N,,,,,,,50.00,0.00,,,,Y,,PackingDD Shop,,N,50.00,0.000,,,Y,50.00,0.000,,,Ice Gel 100ml,,,
individual-box---chili-8g-square-(for-tasting-box),10212,Individual Box - Chili 8g Square (For Tasting Box),Packaging,<p>Individual Box for Chili in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,0.00,Y,variable,400.000,,,N,variable,0.000,,,Individual Box - Chili 8g Square,For Tasting Box,box,count
individual-box---coconut-milk-8g-square-(for-tasting-box),10218,Individual Box - Coconut Milk 8g Square (For Tasting Box),Packaging,<p>Individual Box for Coconut Milk in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,0.00,Y,variable,371.000,,,N,variable,0.000,,,Individual Box - Coconut Milk 8g Square,For Tasting Box,box,count
individual-box---coffee-crunch-8g-square-(for-tasting-box),10213,Individual Box - Coffee Crunch 8g Square (For Tasting Box),Packaging,<p>Individual Box for Coffee Crunch in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,0.00,Y,variable,450.000,,,N,variable,0.000,,,Individual Box - Coffee Crunch 8g Square,For Tasting Box,box,count
individual-box---durian-8g-square-(for-tasting-box),10211,Individual Box - Durian 8g Square (For Tasting Box),Packaging,<p>Individual Box for Durian in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,variable,334.000,,,N,variable,0.000,,,Individual Box - Durian 8g Square,For Tasting Box,box,count
individual-box---masala-chai-8g-square-(for-tasting-box),10217,Individual Box - Masala Chai 8g Square (For Tasting Box),Packaging,<p>Individual Box for Masala Chai in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,variable,302.000,,,N,variable,122.000,,,Individual Box - Masala Chai 8g Square,For Tasting Box,box,count
individual-box---signature-70%-8g-square-(for-tasting-box),10214,Individual Box - Signature 70% 8g Square (For Tasting Box),Packaging,<p>Individual Box for Signature 70% in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,variable,400.000,,,N,variable,0.000,,,Individual Box - Signature 70% 8g Square,For Tasting Box,box,count
individual-box---signature-85%-8g-square-(for-tasting-box),10215,Individual Box - Signature 85% 8g Square (For Tasting Box),Packaging,<p>Individual Box for Signature 85% in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,variable,350.000,,,N,variable,0.000,,,Individual Box - Signature 85% 8g Square,For Tasting Box,box,count
individual-box---signature-milk-8g-square-(for-tasting-box),10216,Individual Box - Signature Milk 8g Square (For Tasting Box),Packaging,<p>Individual Box for Signature Milk Chocolate in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,0.00,Y,variable,316.000,,,N,variable,0.000,,,Individual Box - Signature Milk 8g Square,For Tasting Box,box,count
individual-box---thai-tea-8g-square-(for-tasting-box),10210,Individual Box - Thai Tea 8g Square (For Tasting Box),Packaging,<p>Individual Box for Thai Tea in 8g Square. (For Tasting Box).</p>,N,,,,,,,variable,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,variable,447.000,,,N,variable,0.000,,,Individual Box - Thai Tea 8g Square,For Tasting Box,box,count
ink-refill,10142,Ink Refill (bottle),Supplies,<p>StazOn Ink Refill -31 Jet black (for every surface)</p>,N,,,,,,,320.00,0.00,,,,Y,,บริษัท คลังเครื่องเขียน กรุ๊ป 2555 จำกัด,,Y,320.00,4.000,,3.000,N,320.00,0.000,,,Ink Refill,bottle,bottle,count
instand-noodles-(box),10424,Instand noodles (box),Staff Welfare,<p>Instand noodles: 30 packs /1 box&nbsp;</p>,N,,,,,,,175.00,0.00,,,,Y,,Makro,,N,175.00,1.000,,,N,175.00,0.000,,,Instand noodles,box,box,count
foil-alumax-5mm-(1.20x20m)-(meter),10367,Insulation roll ALUMAX  (Roll),Packing,"<h1 style=""box-sizing: inherit; font-size: 22px; margin: 0px 0px 5px; font-family: Prompt; line-height: normal; font-weight: 700; padding: 0px; min-height: 1rem; color: var(--neutral-colors-gray-800, #525255); font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"" id=""isPasted"">PE THERMAL INSULATION ROLL MPE ALUMAX 5MM 1.20X20M</h1>",N,,,,,,,4490.00,0.00,,,,Y,,HomePro,,N,variable,0.000,,,Y,4490.00,1.000,0.500,1.000,Insulation roll ALUMAX,Roll,roll,count
milk-chocolate-jackfruit---gourmet-market---milk-chocolate-50%,10160,Jackfruit Milk Chocolate - Gourmet Market (75g),Discontinued,"<p id=""isPasted"">Milk Chocolate Jackfruit - Gourmet Market - Milk Chocolate 50% (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,20.69,,10004,0.070,N,Y,,,N,variable,0.000,50.000,150.000,Y,variable,0.000,48.000,180.000,Jackfruit Milk Chocolate - Gourmet Market,75g,,other
,,,,,,,,,,,,,,,10076,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10101,1.000,,,,,,,,,,,,,,,,,,
"jackfruit,-freeze-dried",10076,"Jackfruit, Freeze Dried (kg)",Discontinued,"<p>Jackfruit, Freeze Dried, 1 Bag = 200g</p>",Y,,,,,,,490.00,0.00,,,,Y,,J&N FOOD SHOP,0.00,N,490.00,0.691,1.500,3.000,N,490.00,0.000,,,"Jackfruit, Freeze Dried",kg,kg,mass
jasmine-oil-(ml),10061,Jasmine Oil (l),Discontinued,"<p>Jasmine Oil, 1 Bottle = 200 ml</p>",Y,,,,,,,700.00,701.90,,,,Y,,Nutrifood Creation Limited Partnership,0.00,N,700.00,0.050,,,N,700.00,0.000,,,Jasmine Oil,l,l,volume
jujube-walnut---chinese-new-year-2025-(75g),10362,Jujube Walnut - Chinese New Year 2025 (75g),Discontinued,<p>Chinese New Year bar for 2025 - 70% chocolate with jujube and walnut</p>,N,,,,,,,variable,10.55,,10010,0.063,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Jujube Walnut - Chinese New Year 2025,75g,,other
,,,,,,,,,,,,,,,10360,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10361,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10363,1.000,,,,,,,,,,,,,,,,,,
"jujube,-dried-(kg)",10360,"Jujube, dried (kg)",Discontinued,<p>used for Chinese New Year 2025</p>,Y,,,,,,,variable,0.00,,,,Y,,Yok Intertrade,,N,variable,0.680,,,N,variable,0.000,,,"Jujube, dried",kg,kg,mass
kaffir-lime-oil-(ml),10057,Kaffir Lime Oil (ml),Ingredients,"<p>Makrut Lime Oil, 1 Bottle = 110ml</p>",Y,,,,,,,800.00,0.00,,,,Y,,Nutrifood Creation Limited Partnership,0.00,Y,800.00,892.579,300.000,500.000,N,variable,0.000,,,Kaffir Lime Oil,ml,ml,volume
