Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [Factory],Price [Factory],In stock [Factory],Low stock [Factory],Optimal stock [Factory],Available for sale [Stock Room],Price [Stock Room],In stock [Stock Room],Low stock [Stock Room],Optimal stock [Stock Room],item_name,uom_detail,uomDenomination,uomDimension
,,,,,,,,,,,,,,,10154,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10061,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10059,0.001,,,,,,,,,,,,,,,,,,
samples-cubes---mooncake-(100g),10264,Samples Cubes - Mooncake (100g),Sample Cubes,<p>Samples of Mooncake bar - 100g = 100 cubes</p>,N,,,,,,,variable,13.82,,10004,0.083,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Samples Cubes - Mooncake,100g,,other
,,,,,,,,,,,,,,,10262,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10261,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10263,0.007,,,,,,,,,,,,,,,,,,
scissor-กรรไกรเอนกประสงค์,10433,Scissor (All purpose),Supplies,<p>Scissor กรรไกรเอนกประสงค์</p>,N,,,,,,,59.00,0.00,,,,Y,,บริษัท คลังเครื่องเขียน กรุ๊ป 2555 จำกัด,,Y,59.00,2.000,,,N,59.00,0.000,,,Scissor (All purpose),,,
food-grade-scissor,10432,Scissor Food Grade,Supplies,<p>Food grade scissor กรรไกรใช้สำหรับอาหาร</p>,N,,,,,,,65.00,0.00,8641201020001,,,N,,,,Y,65.00,,,,N,65.00,,,,Scissor Food Grade,,,
seal-bag-for-coated-chocolate,10182,Seal Bag for Coated Nuts,Discontinued,"<p>Seal bag (M), side expansion, opaque material, 8.5&times;14.5 cm. 50bags/pack (36B)</p>",N,,,,,,,36.00,0.00,,,,Y,,"AC Plus Global Co,Ltd",0.00,Y,36.00,340.000,100.000,,Y,36.00,0.000,,,Seal Bag for Coated Nuts,,,
set-chiang-mai-dark-collection,10126,Set Chiang Mai Dark Collection,Finished Good (others),"<p>Chiang Mai small bar set - 70%, 85%, Coconut Milk</p>",N,,,,,,,300.00,9.95,,10010,0.020,N,Y,,,N,300.00,-1.000,,,Y,300.00,79.000,,,Set Chiang Mai Dark Collection,,,
,,,,,,,,,,,,,,,10013,0.020,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10087,0.018,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10030,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10029,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10032,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10346,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10063,1.000,,,,,,,,,,,,,,,,,,
set-taste-of-thailand,10120,Set Taste of Thailand,Finished Good (others),"<p>Taste of Thailand small bar set - Thai Tea, Bullet Chili, 70%</p>",N,,,,,,,variable,10.35,,10004,0.019,N,Y,,,N,variable,0.000,,,Y,300.00,0.000,100.000,,Set Taste of Thailand,,,
,,,,,,,,,,,,,,,10010,0.039,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10012,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10027,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10031,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10030,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10063,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10343,1.000,,,,,,,,,,,,,,,,,,
set-coffee-&-tea,10122,Set Tea & Coffee,Finished Good (others),"<p>Tea &amp; Coffee Set - Thai Tea, Masala Chai, Coffee Crunch</p>",N,,,,,,,variable,95.52,,10004,0.570,N,Y,,,Y,variable,0.000,,,Y,300.00,0.000,100.000,,Set Tea & Coffee,,,
,,,,,,,,,,,,,,,10012,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10014,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10165,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10035,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10033,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10027,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10063,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10344,1.000,,,,,,,,,,,,,,,,,,
set-tropical-fruit,10121,Set Tropical Fruit,Finished Good (others),"<p>Tropical Fruit Small Bar Set - banana, durian, coconut milk</p>",N,,,,,,,variable,8.92,,10004,0.037,N,Y,,,N,variable,0.000,,,Y,300.00,0.000,100.000,,Set Tropical Fruit,,,
,,,,,,,,,,,,,,,10087,0.018,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10079,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10080,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10036,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10034,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10032,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10063,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10345,1.000,,,,,,,,,,,,,,,,,,
"shallots,-dried-(mg)",10064,"Shallots, Dried (kg)",Ingredients,"<p>Shallots, Dried &nbsp;1 Bag = 1000g</p>",Y,,,,,,,302.00,0.04,,,,Y,,Makro,0.00,Y,302.00,3.350,1.000,4.000,N,variable,0.000,,,"Shallots, Dried",kg,kg,mass
shellac-(l),10090,Shellac (L),Ingredients,"<p>Shellac , 1 Bottle = 5 litres</p>",Y,,,,,,,variable,0.00,,,,Y,,,,N,variable,3.000,,,N,variable,0.000,,,Shellac,L,l,volume
shrink-film-(4.5-inch)-(kg),10304,Shrink film (4.5 inch) (Kg),Packaging,<p>for wrap small bar</p>,N,,,,,,,160.00,0.00,,,,Y,,Chiang Mai Plastic,,Y,160.00,1.000,0.500,1.000,N,160.00,0.000,,,Shrink film,Kg,kg,mass
shrink-film-(5.5-inch)-(kg),10083,Shrink film (5.5 inch) (Kg),Packaging,<p>film for wrapping Gift Set box / Mango Jelly</p>,N,,,,,,,150.00,0.00,,,,Y,,Chiang Mai Plastic,,Y,150.00,10.000,,,N,150.00,0.000,,,Shrink film,Kg,kg,mass
siamaya-paper-bag,10335,Siamaya Paper Bag (Big),Packing,<p>Design 4 colors &nbsp;size 22*12*26cm&nbsp;Handle bag 11 cmm</p>,N,,,,,,,6.00,0.00,BAG,,,Y,,BangkokPack,,N,variable,0.000,,,Y,6.00,3445.000,800.000,1600.000,Siamaya Paper Bag (Big),,,
siamaya-paper-bag-(small),10377,Siamaya Paper Bag (Small),Packing,,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,,N,variable,0.000,,,Y,variable,2535.000,800.000,1600.000,Siamaya Paper Bag (Small),,,
signature-dark-chocolate-70%-(20g),8857126163100,Signature 70% Dark Chocolate (20g),Finished Goods (Core),"<p>Signature Dark Chocolate 70% (20g). Small Bar. Includes wrapper, foil, and chocolate.</p>",N,,,,,,,variable,3.35,8857126163100,10010,0.020,N,Y,,,Y,variable,958.000,100.000,300.000,Y,60.00,4.000,48.000,180.000,Signature 70% Dark Chocolate,20g,,other
,,,,,,,,,,,,,,,10030,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
signature-dark-70%-dark-chocolate,8 857126 163018,Signature 70% Dark Chocolate (75g),Finished Goods (Core),<p>Our 70% dark chocolate in wrapper and ready for customers to buy.</p>,N,,,,,,,variable,19.57,8857126163018,10201,1.000,N,Y,,,Y,variable,1305.000,250.000,800.000,Y,145.00,35.000,48.000,180.000,Signature 70% Dark Chocolate,75g,,other
,,,,,,,,,,,,,,,10010,0.075,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
signature-70%-dark-chocolate-(8g-squares),10207,Signature 70% Dark Chocolate (8g Squares),Discontinued,<p>Signature 70% Dark Chocolate. Each square is 8 grams. Includes foil.</p>,N,,,,,,,variable,1.34,,10010,0.008,N,Y,,,N,variable,5.000,,,N,variable,0.000,,,Signature 70% Dark Chocolate,8g Squares,,other
signature-dark---dark-chocolate-85%-(20g),8857126163094,Signature 85% Dark Chocolate (20g),Finished Goods (Core),"<p>Signature Dark - 85% Dark Chocolate. 20g. Small Bar. Includes Chocolate, Wrapper, and Foil.</p>",N,,,,,,,variable,3.87,8857126163094,10013,0.020,N,Y,,,Y,variable,1032.000,100.000,300.000,Y,60.00,17.000,48.000,180.000,Signature 85% Dark Chocolate,20g,,other
,,,,,,,,,,,,,,,10029,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
signature-dark-85%,8 857126 163025,Signature 85% Dark Chocolate (75g),Finished Goods (Core),<p>Finished 85% Dark Chocolate bar.</p>,N,,,,,,,variable,21.04,8 857126 163025,10002,1.000,N,Y,,,Y,variable,86.000,150.000,400.000,Y,145.00,109.000,60.000,180.000,Signature 85% Dark Chocolate,75g,,other
,,,,,,,,,,,,,,,10013,0.075,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
signature-85%-dark-chocolate-(8g-squares),10177,Signature 85% Dark Chocolate (8g Squares),Finished Good (others),"<p>Signature 85% Dark Chocolate, 8 gram squares. Includes chocolate, wrapper, and foil.</p>",N,,,,,,,variable,1.50,,10013,0.008,N,Y,,,N,variable,280.000,,,Y,variable,0.000,,,Signature 85% Dark Chocolate,8g Squares,,other
signature-milk---milk-chocolate-50%,8857126163131,Signature Milk Chocolate 50% (20g),Finished Goods (Core),"<p>Signature Milk - Milk Chocolate 50%. Small Bar. 20g. Includes foil, wrapping, and chocolate.</p>",N,,,,,,,variable,4.38,8857126163131,10004,0.020,N,Y,,,Y,variable,460.000,100.000,300.000,Y,60.00,94.000,48.000,180.000,Signature Milk Chocolate 50%,20g,,other
,,,,,,,,,,,,,,,10028,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
signature-milk---milk-chocolate,885712613056,Signature Milk Chocolate 50% (75g),Finished Goods (Core),"<p>Signature Milk - Milk Chocolate 50%. Big Bar. 75g. Includes foil, wrapping, and chocolate.</p>",N,,,,,,,variable,18.97,885712613056,10004,0.075,N,Y,,,Y,variable,386.000,100.000,400.000,Y,145.00,468.000,48.000,180.000,Signature Milk Chocolate 50%,75g,,other
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10005,1.000,,,,,,,,,,,,,,,,,,
signature-milk-chocolate-50%-(8g-squares),10208,Signature Milk Chocolate 50% (8g Squares),Discontinued,<p>Signature Milk. In 8 gram squares.</p>,N,,,,,,,variable,1.33,,10004,0.008,N,Y,,,N,variable,52.000,,,N,variable,0.000,,,Signature Milk Chocolate 50%,8g Squares,,other
"silicone-soup-ladle,-wooden-handle",10422,"Silicone Soup Ladle, Wooden Handle",Supplies,"<p>Silicone Soup Ladle, Cream Color, Wooden Handle</p>",N,,,,,,,139.00,0.00,,,,Y,,HomePro,,Y,139.00,11.000,,,N,139.00,0.000,,,"Silicone Soup Ladle, Wooden Handle",,,
silicone-spatula,10423,Silicone Spatula - Long Handle (tempering team),Supplies,<p>Silicone spatula</p>,N,,,,,,,69.00,0.00,,,,Y,,,0.00,N,69.00,12.000,,,N,69.00,0.000,,,Silicone Spatula - Long Handle (tempering team),,,
silicone-spatula---narrow-(yee),10431,Silicone Spatula - Narrow (Yee),Supplies,<p>silicone spatula for Yee</p>,N,,,,,,,variable,0.00,,,,Y,,,,N,variable,8.000,3.000,6.000,N,variable,0.000,,,Silicone Spatula - Narrow (Yee),,,
"silver-bag-12""-x-16.5""---cacao-shell",10371,"Silver Bag 12"" x 16.5"" - Cacao Shell",Packaging,<p>30*40 cm (100pcs/pack)</p>,N,,,,,,,325.00,0.00,,,,Y,,"AC Plus Global Co,Ltd",0.00,Y,325.00,279.000,,,N,variable,40.000,,,"Silver Bag 12"" x 16.5"" - Cacao Shell",,,
"silver-bag-12""-x-9""---1kg-powders",10132,"Silver Bag 12"" x 9"" - 1kg powders",Packaging,"<p>Silver bag that holds 1kg of powders, measures 12 inches by 9 inches&nbsp;</p>",N,,,,,,,variable,0.00,,,,Y,,,,N,variable,241.500,,,N,variable,0.000,,,"Silver Bag 12"" x 9"" - 1kg powders",,,
silver-bags-(150g),10352,Silver Bags (150g),Discontinued,<p>For mint drinking chocolate</p>,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Silver Bags,150g,,other
silver-foil---8g-cubes,10168,Silver Foil - 8g Square (kg),Discontinued,<p>Silver foil is used for 8-gram cubes. ( pack)</p>,Y,,,,,,,1390.00,690.00,,,,Y,,Khun Da (Kra Dan Thong),0.00,Y,1390.00,6.600,,,N,1390.00,0.000,,,Silver Foil - 8g Square,kg,kg,mass
simply-vanilla---paleo-robbie---sugar-free-chocolate,8857126163933,Simply Almond - Paleo Robbie - Sugar Free Chocolate (75g),Finished Good (others),"<p>Simply Almond - Paleo Robbie - Sugar Free Chocolate (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper. Also called, simply Cacao Plus Milk with Almonds and Sea Salt.</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>",N,,,,,,,variable,14.63,8857126163933,10089,0.068,N,Y,,,Y,variable,117.000,50.000,150.000,Y,145.00,2.000,48.000,180.000,Simply Almond - Paleo Robbie - Sugar Free Chocolate,75g,,other
,,,,,,,,,,,,,,,10046,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10158,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10108,1.000,,,,,,,,,,,,,,,,,,
simply-cacao---paleo-robbie---sugar-free-chocolate-(75g),10069,Simply Cacao - Paleo Robbie - Sugar Free Chocolate (75g),Finished Good (others),<p>Simply cacao plus milk - no added flavors</p>,N,,,,,,,variable,13.00,,10089,0.075,N,Y,,,Y,variable,100.000,12.000,48.000,Y,145.00,92.000,24.000,48.000,Simply Cacao - Paleo Robbie - Sugar Free Chocolate,75g,,other
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10106,1.000,,,,,,,,,,,,,,,,,,
simply-vanilla---paleo-robbie---sugar-free-chocolate-(75g),8857126163926,Simply Vanilla - Paleo Robbie - Sugar Free Chocolate (75g),Finished Good (others),"<p>Simply Vanilla - Paleo Robbie - Sugar Free Chocolate (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper. Also called, simply simply Cacao Plus Milk with Vanilla.</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>",N,,,,,,,variable,15.96,8857126163926,10089,0.074,N,Y,,,Y,variable,180.000,50.000,150.000,Y,145.00,33.000,48.000,180.000,Simply Vanilla - Paleo Robbie - Sugar Free Chocolate,75g,,other
,,,,,,,,,,,,,,,10059,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10107,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
campfire-smores---halloween-(75g),10267,Smoky Smores Milk Chocolate - Halloween (75g),Discontinued,<p>Seasonal - Campfire Smores (Halloween). Smoked milk chocolate with biscuit and mini mallows</p>,N,,,,,,,variable,10.82,,10004,0.065,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Smoky Smores Milk Chocolate - Halloween,75g,,other
,,,,,,,,,,,,,,,10081,0.007,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10269,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10283,1.000,,,,,,,,,,,,,,,,,,
snack,10425,Snack,Staff Welfare,,N,,,,,,,200.00,0.00,,,,Y,,Makro,,N,200.00,0.000,,,N,200.00,0.000,,,Snack,,,
snack-magic-box,10327,Snack Magic Box,Packing,,N,,,,,,,5.20,0.00,SNACK,,,Y,,,,N,5.20,0.000,,,Y,5.20,0.000,20.000,,Snack Magic Box,,,
sparkling-strawberry-valentine-(75g),10479,Sparkling Strawberry-Valentine's 2026 (75g),Finished Good (others),"<p>Seasonal: 2026 Valentine&#39;s: White chocolate, dried strawberry , strawberry powder and popping candy</p>",N,,,,,,,variable,11.90,,10199,0.053,N,Y,,,Y,variable,-374.000,,,Y,145.00,0.000,,,Sparkling Strawberry-Valentine's 2026,75g,,other
,,,,,,,,,,,,,,,10302,0.011,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10475,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10068,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10477,1.000,,,,,,,,,,,,,,,,,,
sponge-net-(pack),10426,Sponge Net (Pack),Cleaning,<p>Sponge: 8 pcs/pack</p>,N,,,,,,,65.00,0.00,,,,Y,,Makro,,Y,65.00,2.000,,,N,65.00,0.000,,,Sponge Net,Pack,pack,count
stainless-steel-tray-(50×35×2cm),10419,Stainless steel tray (50×35×2cm),Supplies,<p>Stainless steel tray (50&times;35&times;2cm) for base chocolate</p>,N,,,,,,,100.00,0.00,,,,Y,,JiangHa,,Y,100.00,46.000,,,N,100.00,0.000,,,Stainless steel tray (50×35×2cm),,,
stainless-steel-tray-(50×35×7cm),10418,Stainless steel tray (50×35×7cm),Supplies,<p>Stainless steel tray (50&times;35&times;7cm) for base chocolate</p>,N,,,,,,,135.00,0.00,,,,Y,,JiangHa,,Y,135.00,79.000,,,N,135.00,0.000,,,Stainless steel tray (50×35×7cm),,,
star-anise-powder-(g),10041,Star Anise Powder (kg),Ingredients,"<p>Star Anise Powder, 1 Bag = 500g</p>",Y,,,,,,,695.00,695.00,,,,Y,,"S A O Agricultural Co., Ltd.",0.00,Y,695.00,0.300,0.500,2.000,N,variable,0.000,,,Star Anise Powder,kg,kg,mass
"""70%-coated-almond""-stickers---paleo-robbie",10192,Stickers - 70% Coated Almonds - Paleo Robbie,Packaging,"<p>Sticker that reads, &quot;70% Coated Almond&quot;, for Paleo Robbie.</p>",N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,192.000,,,N,variable,0.000,,,Stickers - 70% Coated Almonds - Paleo Robbie,,,
"""70%-coated-cashews""-stickers,-paleo-robbie",10193,Stickers - 70% Coated Cashews - Paleo Robbie,Packaging,"<p>Stickers that read, 70% Coated Cashews, for Paleo Robbie.</p>",N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,121.000,,,N,variable,0.000,,,Stickers - 70% Coated Cashews - Paleo Robbie,,,
stickers---70%-coated-mango-jelly,10109,Stickers - 70% Coated Mango Jelly,Packaging,,N,,,,,,,variable,0.00,,,,Y,,,,Y,variable,-1022.000,,,N,variable,0.000,,,Stickers - 70% Coated Mango Jelly,,,
"""sugar-free-coated-almond""-stickers---paleo-robbie",10190,Stickers - 85% Sugar Free Coated Almonds - Paleo Robbie,Packaging,"<p>Stickers that read, &quot;Sugar Free Coated Almonds&quot; for Paleo Robbie.</p>",N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,457.000,,,N,variable,0.000,,,Stickers - 85% Sugar Free Coated Almonds - Paleo Robbie,,,
"""sugar-free-vanilla-coated-cashews""-stickers---paleo-robbie",10191,Stickers - 85% Sugar Free Vanilla Coated Cashews - Paleo Robbie,Packaging,"<p>Stickers that read, &quot;Sugar Free Vanilla Coated Cashews&quot;, for Paleo Robbie.</p>",N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,171.000,,,N,variable,0.000,,,Stickers - 85% Sugar Free Vanilla Coated Cashews - Paleo Robbie,,,
"""banana-bites""-stickers---paleo-robbie",10075,Stickers - Banana Bites - Paleo Robbie,Packaging,"<p>Stickers that read Banana Bites, for Paleo Robbie.</p>",N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,194.000,,,N,variable,0.000,,,Stickers - Banana Bites - Paleo Robbie,,,
banana-peanuts-stickers,10252,Stickers - Banana Peanuts,Discontinued,<p>Banana Peanuts Stickers used for Banana Peanuts.&nbsp;</p>,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Stickers - Banana Peanuts,,,
cocoa-nibs-stickers---250g,10138,Stickers - Cacao Nibs - Retail (250g),Packaging,<p>Cocoa Nibs Stickers for 250grams/ sheet</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,Y,variable,4.000,200.000,200.000,N,variable,0.000,,,Stickers - Cacao Nibs - Retail,250g,,other
cocoa-nibs-stickers-(80g),10137,Stickers - Cacao Nibs - Retail (80g),Packaging,<p>Cocoa Nibs Stickers for 80grams/sheet</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,242.000,,,N,variable,0.000,,,Stickers - Cacao Nibs - Retail,80g,,other
cocoa-powder-stickers-(200g),10135,Stickers - Cacao Powder - Retail (250g),Packaging,<p>Cocoa Powder Stickers for 250grams/sheet&nbsp;</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,Y,variable,-560.000,,,N,variable,0.000,,,Stickers - Cacao Powder - Retail,250g,,other
cocoa-powder-stickers-(80g),10134,Stickers - Cacao Powder - Retail (80g),Packaging,<p>Cocoa Powder Stickers for 80grams</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,237.000,,,N,variable,0.000,,,Stickers - Cacao Powder - Retail,80g,,other
chocolate-dipped-orange-sticker,10259,Stickers - Chocolate Dipped Orange,Discontinued,<p>Sticker for the Chocolate Dipped Orange.</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,Y,variable,1335.000,,,N,variable,0.000,,,Stickers - Chocolate Dipped Orange,,,
clear-stickers,10133,Stickers - Clear - King Power,Packaging,<p>Clear Stickers for King Power</p>,N,,,,,,,0.20,0.00,,,,Y,,BangkokPack,0.00,Y,0.20,141000.000,,,N,variable,0.000,,,Stickers - Clear - King Power,,,
"""coconut-cashews""-stickers",10254,Stickers - Coconut Cashews,Discontinued,"<p>Coconut Cashews stickers, are used for coconut cashews.</p>",N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Stickers - Coconut Cashews,,,
"""coffee-crunch-cashews""-stickers",10253,Stickers - Coffee Crunch Cashews,Discontinued,<p>Coffee Crunch Cashews Stickers used for coffee crunch cashews.</p>,N,,,,,,,variable,0.00,,,,Y,,James Design,0.00,N,variable,-10.000,,,N,variable,0.000,,,Stickers - Coffee Crunch Cashews,,,
drinking-chocolate-stickers-(300g),10136,Stickers - Drinking Chocolate - Retail (250g),Packaging,<p>Drinking Chocolate Stickers for 300grams</p>,N,,,,,,,variable,0.00,,,,Y,,James Design,0.00,Y,variable,-368.000,,,N,variable,0.000,,,Stickers - Drinking Chocolate - Retail,250g,,other
"""drizzled-banana-chips""-stickers---paleo-robbie",10189,Stickers - Drizzled Banana Chips - Paleo Robbie,Packaging,<p>Stickers for Paleo Robbie that read &quot;Drizzled Banana Chips&quot;</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,132.000,,,N,variable,0.000,,,Stickers - Drizzled Banana Chips - Paleo Robbie,,,
hong-kong-nutrition-stickers,10153,Stickers - Hong Kong Nutrition,Packing,<p>Hong Kong Nutrition Stickers</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,0.000,,,N,variable,0.000,,,Stickers - Hong Kong Nutrition,,,
stickers---hot-sauce,10437,Stickers - Hot Sauce,Packaging,,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,237.000,,,N,variable,0.000,,,Stickers - Hot Sauce,,,
"""hunky-monkey""-stickers--paleo-robbie",10188,Stickers - Hunky Monkey Trail Mix - Paleo Robbie,Packaging,"<p>Stickers that read Hunky Monkey, for Paleo Robbie.</p>",N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,229.000,,,N,variable,0.000,,,Stickers - Hunky Monkey Trail Mix - Paleo Robbie,,,
stickers---lemongrass-cashews-(100g),10287,Stickers - Lemongrass Cashews,Discontinued,,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,15.000,,,N,variable,0.000,,,Stickers - Lemongrass Cashews,,,
"""pineapple-pop""-stickers---paleo-robbie",10094,Stickers - Pineapple Pops - Paleo Robbie,Packaging,"<p>Stickers that read &quot;Pineapple Pop&quot;, for Paleo Robbie.</p>",N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,299.000,,,N,variable,0.000,,,Stickers - Pineapple Pops - Paleo Robbie,,,
stickers---tasting-box-fda,10375,Stickers - Tasting Box FDA,Packaging,<p>9 Flavors FDA: 44 stickers/page (we order 70 pages/time = 2800 stickers)&nbsp;</p>,N,,,,,,,1.00,0.00,,,,Y,,James Design,0.00,Y,1.00,110.000,,,N,1.00,0.000,,,Stickers - Tasting Box FDA,,,
bullet-chili-stickers,10251,Stickers - Thai Bullet Chili Peanuts,Discontinued,<p>Bullet Chili stickers used for Bullet Chili Peanuts.</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,-10.000,,,N,variable,0.000,,,Stickers - Thai Bullet Chili Peanuts,,,
sticker---thai-tea-peanuts-(100g),10286,Stickers - Thai Tea Peanuts,Discontinued,,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,14.000,,,N,variable,0.000,,,Stickers - Thai Tea Peanuts,,,
